trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
7016,False,"{'a': 0.7, 'e': 0.000894263270234656}",20,2,35.37648274330192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7017,False,"{'a': 0.7, 'e': 0.0008933690069644213}",20,6,25.269606695511612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7018,False,"{'a': 0.7, 'e': 0.0008924756379574569}",20,6,26.690613225028457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7019,False,"{'a': 0.7, 'e': 0.0008915831623194995}",20,16,5.096854677720952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7020,False,"{'a': 0.7, 'e': 0.00089069157915718}",30,19,18.755552653955736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7021,False,"{'a': 0.7, 'e': 0.0008898008875780229}",25,8,31.802946735605737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7022,False,"{'a': 0.7, 'e': 0.0008889110866904448}",25,19,11.307211903235011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7023,False,"{'a': 0.7, 'e': 0.0008880221756037543}",20,5,27.681932024146903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7024,False,"{'a': 0.7, 'e': 0.0008871341534281505}",20,6,25.321647376402765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7025,False,"{'a': 0.7, 'e': 0.0008862470192747224}",35,26,19.759487836720364,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7026,False,"{'a': 0.7, 'e': 0.0008853607722554477}",25,8,32.68042515205889,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7027,False,"{'a': 0.7, 'e': 0.0008844754114831923}",20,13,13.398470073967387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7028,False,"{'a': 0.7, 'e': 0.000883590936071709}",25,11,23.560917439694844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7029,False,"{'a': 0.7, 'e': 0.0008827073451356373}",20,13,13.060510342847152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7030,False,"{'a': 0.7, 'e': 0.0008818246377905017}",25,8,34.26771683686933,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7031,False,"{'a': 0.7, 'e': 0.0008809428131527112}",20,13,12.314648309879226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7032,False,"{'a': 0.7, 'e': 0.0008800618703395585}",25,19,12.928312703839183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7033,False,"{'a': 0.7, 'e': 0.0008791818084692189}",20,12,17.960887880942085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7034,False,"{'a': 0.7, 'e': 0.0008783026266607497}",25,8,31.122793248342138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7035,False,"{'a': 0.7, 'e': 0.000877424324034089}",25,12,24.74986888168426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7036,False,"{'a': 0.7, 'e': 0.0008765468997100549}",20,10,17.09390242733384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7037,False,"{'a': 0.7, 'e': 0.0008756703528103448}",20,8,23.562493850465568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7038,False,"{'a': 0.7, 'e': 0.0008747946824575345}",25,15,21.68302626662961,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7039,False,"{'a': 0.7, 'e': 0.0008739198877750769}",30,12,34.50928594843514,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7040,False,"{'a': 0.7, 'e': 0.0008730459678873019}",30,16,25.01484252617056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7041,False,"{'a': 0.7, 'e': 0.0008721729219194146}",35,22,23.226103128207438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7042,False,"{'a': 0.7, 'e': 0.0008713007489974952}",20,13,15.953414143805574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7043,False,"{'a': 0.7, 'e': 0.0008704294482484977}",20,6,23.840362725452596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7044,False,"{'a': 0.7, 'e': 0.0008695590188002491}",20,6,26.274132056623717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7045,False,"{'a': 0.7, 'e': 0.0008686894597814489}",25,12,27.164687129831073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7046,False,"{'a': 0.7, 'e': 0.0008678207703216675}",20,10,18.47346286593378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7047,False,"{'a': 0.7, 'e': 0.0008669529495513458}",30,17,23.134438583714786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7048,False,"{'a': 0.7, 'e': 0.0008660859966017944}",25,19,13.541253200073838,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7049,False,"{'a': 0.7, 'e': 0.0008652199106051927}",20,6,27.178894282632452,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7050,False,"{'a': 0.7, 'e': 0.0008643546906945875}",25,16,16.40263276790528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7051,False,"{'a': 0.7, 'e': 0.0008634903360038929}",25,13,22.26369426048262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7052,False,"{'a': 0.7, 'e': 0.0008626268456678889}",25,12,25.627177870517116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7053,False,"{'a': 0.7, 'e': 0.0008617642188222211}",20,13,14.821819860924258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7054,False,"{'a': 0.7, 'e': 0.0008609024546033988}",30,15,26.082002813181184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7055,False,"{'a': 0.7, 'e': 0.0008600415521487954}",25,7,35.55076533677199,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7056,False,"{'a': 0.7, 'e': 0.0008591815105966467}",20,12,15.354794832450757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7057,False,"{'a': 0.7, 'e': 0.00085832232908605}",20,11,16.739051117738722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7058,False,"{'a': 0.7, 'e': 0.000857464006756964}",25,17,13.79722625011074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7059,False,"{'a': 0.7, 'e': 0.000856606542750207}",35,22,23.662703331077687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7060,False,"{'a': 0.7, 'e': 0.0008557499362074568}",20,3,27.161994823346973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7061,False,"{'a': 0.7, 'e': 0.0008548941862712493}",20,9,20.935569172777623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7062,False,"{'a': 0.7, 'e': 0.0008540392920849781}",20,12,15.865743816123366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7063,False,"{'a': 0.7, 'e': 0.0008531852527928931}",20,11,18.09538179728705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7064,False,"{'a': 0.7, 'e': 0.0008523320675401003}",35,24,23.836254259591467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7065,False,"{'a': 0.7, 'e': 0.0008514797354725601}",30,19,18.584910786443483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7066,False,"{'a': 0.7, 'e': 0.0008506282557370875}",30,16,27.914975608059272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7067,False,"{'a': 0.7, 'e': 0.0008497776274813504}",25,6,31.479974667495142,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7068,False,"{'a': 0.7, 'e': 0.0008489278498538691}",20,10,20.649276778826334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7069,False,"{'a': 0.7, 'e': 0.0008480789220040153}",25,20,9.386995948531974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7070,False,"{'a': 0.7, 'e': 0.0008472308430820112}",20,16,7.648258409164618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7071,False,"{'a': 0.7, 'e': 0.0008463836122389292}",20,10,19.779951595393072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7072,False,"{'a': 0.7, 'e': 0.0008455372286266903}",30,18,23.199431730212694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7073,False,"{'a': 0.7, 'e': 0.0008446916913980636}",25,15,21.621503869297907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7074,False,"{'a': 0.7, 'e': 0.0008438469997066655}",20,13,10.652348099649858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7075,False,"{'a': 0.7, 'e': 0.0008430031527069589}",20,10,19.425245884790467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7076,False,"{'a': 0.7, 'e': 0.0008421601495542519}",25,14,21.34710272287447,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7077,False,"{'a': 0.7, 'e': 0.0008413179894046977}",20,15,11.823296650565439,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7078,False,"{'a': 0.7, 'e': 0.000840476671415293}",30,18,18.307947803238044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7079,False,"{'a': 0.7, 'e': 0.0008396361947438776}",30,19,21.5123651798875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7080,False,"{'a': 0.7, 'e': 0.0008387965585491338}",25,12,26.05995039996705,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7081,False,"{'a': 0.7, 'e': 0.0008379577619905846}",20,12,14.45674206580481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7082,False,"{'a': 0.7, 'e': 0.0008371198042285941}",20,13,17.615963061592737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7083,False,"{'a': 0.7, 'e': 0.0008362826844243654}",20,15,12.757117501018874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7084,False,"{'a': 0.7, 'e': 0.0008354464017399411}",20,8,20.306081877565134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7085,False,"{'a': 0.7, 'e': 0.0008346109553382012}",20,16,7.191800094168833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7086,False,"{'a': 0.7, 'e': 0.000833776344382863}",20,10,18.176587139812906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7087,False,"{'a': 0.7, 'e': 0.0008329425680384801}",20,14,11.351225391856413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7088,False,"{'a': 0.7, 'e': 0.0008321096254704416}",20,16,8.989701503761683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7089,False,"{'a': 0.7, 'e': 0.0008312775158449712}",25,17,13.589181412632781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7090,False,"{'a': 0.7, 'e': 0.0008304462383291262}",25,19,13.083117205939399,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7091,False,"{'a': 0.7, 'e': 0.000829615792090797}",25,16,18.848075920702758,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7092,False,"{'a': 0.7, 'e': 0.0008287861762987063}",20,16,6.6965641735838535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7093,False,"{'a': 0.7, 'e': 0.0008279573901224075}",20,11,19.4443381697488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7094,False,"{'a': 0.7, 'e': 0.0008271294327322851}",20,14,12.804407079014535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7095,False,"{'a': 0.7, 'e': 0.0008263023032995529}",20,14,9.583920921040065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7096,False,"{'a': 0.7, 'e': 0.0008254760009962533}",25,19,10.666459799181364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7097,False,"{'a': 0.7, 'e': 0.000824650524995257}",30,10,36.839563647133595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7098,False,"{'a': 0.7, 'e': 0.0008238258744702618}",25,11,22.199779683353498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7099,False,"{'a': 0.7, 'e': 0.0008230020485957915}",20,8,23.428786761707176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7100,False,"{'a': 0.7, 'e': 0.0008221790465471957}",25,18,14.323955568474034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7101,False,"{'a': 0.7, 'e': 0.0008213568675006485}",20,11,17.002654460652614,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7102,False,"{'a': 0.7, 'e': 0.0008205355106331479}",20,7,21.954235895245443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7103,False,"{'a': 0.7, 'e': 0.0008197149751225148}",25,0,34.56637203752457,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7104,False,"{'a': 0.7, 'e': 0.0008188952601473923}",25,12,23.008079595386796,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7105,False,"{'a': 0.7, 'e': 0.0008180763648872448}",20,16,9.947336397918345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7106,False,"{'a': 0.7, 'e': 0.0008172582885223575}",30,24,10.566061258698145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7107,False,"{'a': 0.7, 'e': 0.0008164410302338353}",20,0,30.426177168257095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7108,False,"{'a': 0.7, 'e': 0.0008156245892036014}",20,10,20.229633916595773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7109,False,"{'a': 0.7, 'e': 0.0008148089646143978}",20,3,28.299028749353802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7110,False,"{'a': 0.7, 'e': 0.0008139941556497834}",25,14,18.082566732472298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7111,False,"{'a': 0.7, 'e': 0.0008131801614941336}",20,16,8.445967790681692,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7112,False,"{'a': 0.7, 'e': 0.0008123669813326395}",25,16,16.369926050936726,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7113,False,"{'a': 0.7, 'e': 0.0008115546143513068}",20,8,20.28912717276101,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7114,False,"{'a': 0.7, 'e': 0.0008107430597369556}",25,17,16.611858608864697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7115,False,"{'a': 0.7, 'e': 0.0008099323166772186}",25,11,25.791397117326834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7116,False,"{'a': 0.7, 'e': 0.0008091223843605413}",25,19,12.743440803528163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7117,False,"{'a': 0.7, 'e': 0.0008083132619761808}",25,10,28.965435641968757,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7118,False,"{'a': 0.7, 'e': 0.0008075049487142046}",20,6,28.482090861109782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7119,False,"{'a': 0.7, 'e': 0.0008066974437654904}",25,13,25.350312791069435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7120,False,"{'a': 0.7, 'e': 0.000805890746321725}",20,10,17.96897773851673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7121,False,"{'a': 0.7, 'e': 0.0008050848555754032}",25,18,15.328750030294827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7122,False,"{'a': 0.7, 'e': 0.0008042797707198278}",30,16,23.706545229755484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7123,False,"{'a': 0.7, 'e': 0.000803475490949108}",25,12,23.108559797239028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7124,False,"{'a': 0.7, 'e': 0.0008026720154581589}",25,9,31.689019113234956,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7125,False,"{'a': 0.7, 'e': 0.0008018693434427007}",20,12,16.324416518369475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7126,False,"{'a': 0.7, 'e': 0.000801067474099258}",20,10,17.02100585425705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7127,False,"{'a': 0.7, 'e': 0.0008002664066251588}",25,18,12.107812464671865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7128,False,"{'a': 0.7, 'e': 0.0007994661402185336}",20,10,21.229686900379882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7129,False,"{'a': 0.7, 'e': 0.000798666674078315}",25,7,28.58380044818656,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7130,False,"{'a': 0.7, 'e': 0.0007978680074042367}",25,16,16.76768145908504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7131,False,"{'a': 0.7, 'e': 0.0007970701393968325}",20,8,24.179144505520373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7132,False,"{'a': 0.7, 'e': 0.0007962730692574356}",25,0,38.84587252777636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7133,False,"{'a': 0.7, 'e': 0.0007954767961881783}",20,14,10.582513611106547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7134,False,"{'a': 0.7, 'e': 0.0007946813193919901}",25,18,13.190658496059886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7135,False,"{'a': 0.7, 'e': 0.0007938866380725981}",30,18,20.988442640952364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7136,False,"{'a': 0.7, 'e': 0.0007930927514345255}",20,8,6.494942944483041,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
7137,False,"{'a': 0.7, 'e': 0.0007922996586830909}",20,13,14.524298391220327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7138,False,"{'a': 0.7, 'e': 0.0007915073590244079}",20,16,9.91227416635331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7139,False,"{'a': 0.7, 'e': 0.0007907158516653835}",20,6,24.7141837813179,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7140,False,"{'a': 0.7, 'e': 0.000789925135813718}",35,20,24.32952128188427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7141,False,"{'a': 0.7, 'e': 0.0007891352106779043}",25,20,9.388631676108346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7142,False,"{'a': 0.7, 'e': 0.0007883460754672264}",20,12,17.23452635152158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7143,False,"{'a': 0.7, 'e': 0.0007875577293917593}",30,19,19.48383722345218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7144,False,"{'a': 0.7, 'e': 0.0007867701716623675}",30,8,38.1128131838096,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7145,False,"{'a': 0.7, 'e': 0.0007859834014907051}",35,23,24.440578714514686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7146,False,"{'a': 0.7, 'e': 0.0007851974180892144}",30,18,24.921988448672924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7147,False,"{'a': 0.7, 'e': 0.0007844122206711251}",35,13,43.940809550601706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7148,False,"{'a': 0.7, 'e': 0.000783627808450454}",25,3,40.051647423522205,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7149,False,"{'a': 0.7, 'e': 0.0007828441806420036}",25,15,19.728351169047922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7150,False,"{'a': 0.7, 'e': 0.0007820613364613616}",25,17,16.703359522272272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7151,False,"{'a': 0.7, 'e': 0.0007812792751249003}",25,15,18.409825529938004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7152,False,"{'a': 0.7, 'e': 0.0007804979958497754}",25,17,16.407034310494478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7153,False,"{'a': 0.7, 'e': 0.0007797174978539256}",20,6,26.273222241750613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7154,False,"{'a': 0.7, 'e': 0.0007789377803560716}",20,10,23.79295660480942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7155,False,"{'a': 0.7, 'e': 0.0007781588425757155}",20,10,17.53684789269247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7156,False,"{'a': 0.7, 'e': 0.0007773806837331398}",20,10,17.51085685446274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7157,False,"{'a': 0.7, 'e': 0.0007766033030494067}",20,12,18.231720582055814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7158,False,"{'a': 0.7, 'e': 0.0007758266997463573}",20,13,11.015907139755555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7159,False,"{'a': 0.7, 'e': 0.0007750508730466109}",20,11,18.01380466317453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7160,False,"{'a': 0.7, 'e': 0.0007742758221735643}",25,8,33.397361116764024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7161,False,"{'a': 0.7, 'e': 0.0007735015463513908}",20,10,18.008973223895197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7162,False,"{'a': 0.7, 'e': 0.0007727280448050393}",20,12,17.327836468802754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7163,False,"{'a': 0.7, 'e': 0.0007719553167602343}",20,10,20.71959059772872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7164,False,"{'a': 0.7, 'e': 0.000771183361443474}",35,13,41.23158487471917,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7165,False,"{'a': 0.7, 'e': 0.0007704121780820306}",20,10,20.76386068930968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7166,False,"{'a': 0.7, 'e': 0.0007696417659039486}",20,7,25.250105602863062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7167,False,"{'a': 0.7, 'e': 0.0007688721241380447}",20,8,22.725970894490395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7168,False,"{'a': 0.7, 'e': 0.0007681032520139066}",30,16,26.095518763064845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7169,False,"{'a': 0.7, 'e': 0.0007673351487618926}",25,2,39.463630811154275,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7170,False,"{'a': 0.7, 'e': 0.0007665678136131308}",30,20,21.653474100788962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7171,False,"{'a': 0.7, 'e': 0.0007658012457995177}",30,15,24.178619444899457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7172,False,"{'a': 0.7, 'e': 0.0007650354445537181}",25,10,29.85830322868727,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7173,False,"{'a': 0.7, 'e': 0.0007642704091091644}",25,13,23.11813248362943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7174,False,"{'a': 0.7, 'e': 0.0007635061387000553}",20,11,19.346776282460787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7175,False,"{'a': 0.7, 'e': 0.0007627426325613552}",30,12,32.49663071132742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7176,False,"{'a': 0.7, 'e': 0.0007619798899287938}",25,18,15.087333853968687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7177,False,"{'a': 0.7, 'e': 0.000761217910038865}",20,10,16.35561249539552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7178,False,"{'a': 0.7, 'e': 0.0007604566921288262}",20,13,13.690163675131686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7179,False,"{'a': 0.7, 'e': 0.0007596962354366973}",25,11,24.11794921638518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7180,False,"{'a': 0.7, 'e': 0.0007589365392012607}",20,12,13.938274359159987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7181,False,"{'a': 0.7, 'e': 0.0007581776026620594}",20,10,17.44443391046005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7182,False,"{'a': 0.7, 'e': 0.0007574194250593974}",20,9,20.11144824235224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7183,False,"{'a': 0.7, 'e': 0.0007566620056343379}",30,17,28.828942354812874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7184,False,"{'a': 0.7, 'e': 0.0007559053436287036}",25,12,26.096145872702934,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7185,False,"{'a': 0.7, 'e': 0.0007551494382850749}",20,11,19.98290825722683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7186,False,"{'a': 0.7, 'e': 0.0007543942888467898}",30,13,31.913771562939413,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7187,False,"{'a': 0.7, 'e': 0.000753639894557943}",20,13,12.701248939149249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7188,False,"{'a': 0.7, 'e': 0.000752886254663385}",30,16,25.8364673705385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7189,False,"{'a': 0.7, 'e': 0.0007521333684087217}",20,8,22.270088614049833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7190,False,"{'a': 0.7, 'e': 0.0007513812350403129}",20,16,7.67879128474255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7191,False,"{'a': 0.7, 'e': 0.0007506298538052726}",25,18,14.449240337948076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7192,False,"{'a': 0.7, 'e': 0.0007498792239514674}",20,8,23.943630617192113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7193,False,"{'a': 0.7, 'e': 0.0007491293447275159}",20,12,14.689151216003886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7194,False,"{'a': 0.7, 'e': 0.0007483802153827884}",25,13,20.61896058765047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7195,False,"{'a': 0.7, 'e': 0.0007476318351674056}",20,13,10.72390399482829,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7196,False,"{'a': 0.7, 'e': 0.0007468842033322382}",20,12,14.978853227360611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
